BBBAABBBB,BBBAAAABBBB
BBB,BBB
ABB,AABB
BA,BAA
B,B
BAABAAA,BAAAABAAAAAA
BABAAABAB,BAABAAAAAABAAB
BBBB,BBBB
AABABA,AAAABAABAA
ABAB,AABAAB
BABBB,BAABBB
AAA,AAAAAA
B,B
A,AA
BBBABB,BBBAABB
BABAABAB,BAABAAAABAAB
BBAABB,BBAAAABB
AABA,AAAABAA
AABBAB,AAAABBAAB
B,B
AABABAAA,AAAABAABAAAAAA
BAA,BAAAA
AAAAAB,AAAAAAAAAAB
B,B
BB,BB
ABAB,AABAAB
BBBA,BBBAA
BBBBBBAAB,BBBBBBAAAAB
ABABBAB,AABAABBAAB
AAAB,AAAAAAB
BB,BB
AA,AAAA
ABBAAAB,AABBAAAAAAB
BA,BAA
AAAABAAA,AAAAAAAABAAAAAA
ABBABAB,AABBAABAAB
ABBBA,AABBBAA
B,B
BAA,BAAAA
AB,AAB
AAAABABA,AAAAAAAABAABAA
B,B
ABBB,AABBB
AABBAAA,AAAABBAAAAAA
BABAAB,BAABAAAAB
A,AA
AABABB,AAAABAABB
BAAAA,BAAAAAAAA
ABABB,AABAABB
BBB,BBB
BBBBBB,BBBBBB
BBBABAABA,BBBAABAAAABAA
BABAABB,BAABAAAABB
ABBBB,AABBBB
ABBBBAA,AABBBBAAAA
AB,AAB
AAAAB,AAAAAAAAB
ABAAA,AABAAAAAA
BBAABBBB,BBAAAABBBB
AAA,AAAAAA
AAAAAB,AAAAAAAAAAB
B,B
ABAB,AABAAB
AABAA,AAAABAAAA
ABBABBABA,AABBAABBAABAA
AAAA,AAAAAAAA
ABBABA,AABBAABAA
BAABA,BAAAABAA
BBBAAAAB,BBBAAAAAAAAB
BAAAABAB,BAAAAAAAABAAB
AA,AAAA
BBAABABBA,BBAAAABAABBAA
AB,AAB
AAAAA,AAAAAAAAAA
BBABBB,BBAABBB
B,B
ABBBBBBBA,AABBBBBBBAA
ABBABAAB,AABBAABAAAAB
AAABBABBB,AAAAAABBAABBB
BBBABB,BBBAABB
ABBABBB,AABBAABBB
AB,AAB
BB,BB
AAA,AAAAAA
B,B
BAAB,BAAAAB
BABABAAAB,BAABAABAAAAAAB
BAABA,BAAAABAA
BABBBBAAA,BAABBBBAAAAAA
BAAAABABA,BAAAAAAAABAABAA
ABBBABBB,AABBBAABBB
AABABBA,AAAABAABBAA
BBA,BBAA
BAAAABA,BAAAAAAAABAA
BA,BAA
BBA,BBAA
BAB,BAAB
AABABA,AAAABAABAA
BAABA,BAAAABAA
BAB,BAAB
BBAAB,BBAAAAB
ABAA,AABAAAA
AAAB,AAAAAAB
BAA,BAAAA
ABABAAAAB,AABAABAAAAAAAAB
BA,BAA
A,AA
AAAAAB,AAAAAAAAAAB
ABAAAA,AABAAAAAAAA
BBBA,BBBAA
AB,AAB
AABBABAB,AAAABBAABAAB
AAA,AAAAAA
ABABAAAB,AABAABAAAAAAB
BABB,BAABB
B,B
BBABBBAB,BBAABBBAAB
A,AA
BBAAAAB,BBAAAAAAAAB
AAABA,AAAAAABAA
BABBBB,BAABBBB
BBA,BBAA
BBBABAABA,BBBAABAAAABAA
ABBB,AABBB
AAAABAAB,AAAAAAAABAAAAB
BABABBB,BAABAABBB
ABB,AABB
BABB,BAABB
B,B
ABBABBBAB,AABBAABBBAAB
BAAABA,BAAAAAABAA
ABBBAA,AABBBAAAA
BABAAAAAB,BAABAAAAAAAAAAB
BBBBAA,BBBBAAAA
BAAAAAB,BAAAAAAAAAAB
AAA,AAAAAA
BABA,BAABAA
AAAAAB,AAAAAAAAAAB
ABAAAAB,AABAAAAAAAAB
AABBBB,AAAABBBB
BBAA,BBAAAA
BBAA,BBAAAA
BAA,BAAAA
A,AA
AAAABABBB,AAAAAAAABAABBB
ABBABABB,AABBAABAABB
AAAA,AAAAAAAA
AA,AAAA
ABABA,AABAABAA
BBBA,BBBAA
BAAAABAAA,BAAAAAAAABAAAAAA
B,B
BB,BB
ABAABBAA,AABAAAABBAAAA
BAAAABAA,BAAAAAAAABAAAA
BBA,BBAA
AABABBB,AAAABAABBB
BAAAB,BAAAAAAB
ABABBABBA,AABAABBAABBAA
BBAA,BBAAAA
BA,BAA
BBB,BBB
BAAAABABA,BAAAAAAAABAABAA
AAABA,AAAAAABAA
A,AA
ABAABBBB,AABAAAABBBB
AAABA,AAAAAABAA
B,B
ABBB,AABBB
B,B
BBBBAA,BBBBAAAA
A,AA
BA,BAA
BBABBBAAA,BBAABBBAAAAAA
A,AA
BABBAA,BAABBAAAA
BBBAAAB,BBBAAAAAAB
ABA,AABAA
BBBABA,BBBAABAA
AA,AAAA
B,B
BAAA,BAAAAAA
BABB,BAABB
ABBAAB,AABBAAAAB
AAAABBAAB,AAAAAAAABBAAAAB
BBAABABAA,BBAAAABAABAAAA
B,B
BBBBAABAA,BBBBAAAABAAAA
ABABABBB,AABAABAABBB
BBAAA,BBAAAAAA
AAB,AAAAB
BBBBAABA,BBBBAAAABAA
A,AA
ABAAB,AABAAAAB
BBA,BBAA
AAA,AAAAAA
AA,AAAA
A,AA
B,B
BAABBABBA,BAAAABBAABBAA
A,AA
AAAA,AAAAAAAA
BAA,BAAAA
B,B
BBB,BBB
AABBBBBBA,AAAABBBBBBAA
AAABABB,AAAAAABAABB
BBAABAA,BBAAAABAAAA
BAA,BAAAA
ABBBAB,AABBBAAB
BA,BAA
ABAAA,AABAAAAAA
AA,AAAA
ABABAAABA,AABAABAAAAAABAA
BBBAA,BBBAAAA
BAA,BAAAA
BAAB,BAAAAB
BBA,BBAA
BB,BB
ABB,AABB
AB,AAB
BBABABBAA,BBAABAABBAAAA
AB,AAB
A,AA
BAAAAA,BAAAAAAAAAA
BBBBBBAA,BBBBBBAAAA
B,B
AABABBAAA,AAAABAABBAAAAAA
ABA,AABAA
ABAA,AABAAAA
AABAB,AAAABAAB
BBBBABA,BBBBAABAA
ABABBABB,AABAABBAABB
ABAB,AABAAB
BAAAAABA,BAAAAAAAAAABAA
ABBA,AABBAA
BBBBBAA,BBBBBAAAA
AABBAAABB,AAAABBAAAAAABB
BB,BB
BBABAA,BBAABAAAA
BBBBABA,BBBBAABAA
AA,AAAA
BBAAABBA,BBAAAAAABBAA
ABAAABAB,AABAAAAAABAAB
AAB,AAAAB
AA,AAAA
AAABBBB,AAAAAABBBB
B,B
AABBABA,AAAABBAABAA
BB,BB
A,AA
ABBBBABBA,AABBBBAABBAA
BAAAAA,BAAAAAAAAAA
BBBBABABB,BBBBAABAABB
ABAABBBBB,AABAAAABBBBB
BBA,BBAA
ABBABBBB,AABBAABBBB
B,B
BBBAAB,BBBAAAAB
BBBB,BBBB
BAB,BAAB
A,AA
AAAAAABA,AAAAAAAAAAAABAA
BAABAA,BAAAABAAAA
ABBABAAA,AABBAABAAAAAA
AABBBBAA,AAAABBBBAAAA
ABBAAA,AABBAAAAAA
BBAAB,BBAAAAB
AA,AAAA
BBABBAB,BBAABBAAB
B,B
BABBABAB,BAABBAABAAB
BBBABBBB,BBBAABBBB
BABBAAB,BAABBAAAAB
BBBA,BBBAA
ABBAAABA,AABBAAAAAABAA
AABBBB,AAAABBBB
BB,BB
BABA,BAABAA
AAAABBBBA,AAAAAAAABBBBAA
AB,AAB
AAAA,AAAAAAAA
BBAA,BBAAAA
ABBB,AABBB
BBBAABBA,BBBAAAABBAA
ABABAAA,AABAABAAAAAA
ABABBBAAB,AABAABBBAAAAB
ABABB,AABAABB
BAABBBBBA,BAAAABBBBBAA
BBABAA,BBAABAAAA
ABBAA,AABBAAAA
ABBAAA,AABBAAAAAA
AA,AAAA
A,AA
BAAABBA,BAAAAAABBAA
BA,BAA
BABBB,BAABBB
ABBBABBB,AABBBAABBB
BBAAA,BBAAAAAA
AA,AAAA
BABBBBBA,BAABBBBBAA
ABABBBBB,AABAABBBBB
B,B
AAABBB,AAAAAABBB
AAB,AAAAB
AAABAB,AAAAAABAAB
ABBABBBA,AABBAABBBAA
ABBAB,AABBAAB
BA,BAA
AAA,AAAAAA
BB,BB
BBABABBAA,BBAABAABBAAAA
ABBAABBB,AABBAAAABBB
ABABBA,AABAABBAA
AAAA,AAAAAAAA
BB,BB
BABAAAB,BAABAAAAAAB
BBBBB,BBBBB
AAABBA,AAAAAABBAA
ABAB,AABAAB
AAAB,AAAAAAB
B,B
AABA,AAAABAA
AAAA,AAAAAAAA
ABBA,AABBAA
AAAABABBA,AAAAAAAABAABBAA
ABBBAAB,AABBBAAAAB
ABAAAB,AABAAAAAAB
AAA,AAAAAA
BA,BAA
ABBAABB,AABBAAAABB
A,AA
B,B
A,AA
AA,AAAA
BBBBBBB,BBBBBBB
AAABBA,AAAAAABBAA
BA,BAA
BAAAAA,BAAAAAAAAAA
A,AA
BBBABAA,BBBAABAAAA
A,AA
BABBABAA,BAABBAABAAAA
BABBA,BAABBAA
A,AA
BBBABABA,BBBAABAABAA
BBA,BBAA
AAAAABB,AAAAAAAAAABB
AA,AAAA
BBBB,BBBB
ABBBB,AABBBB
AA,AAAA
A,AA
ABB,AABB
AB,AAB
ABAAAA,AABAAAAAAAA
B,B
ABBBABBA,AABBBAABBAA
BB,BB
AABBB,AAAABBB
AAABABBB,AAAAAABAABBB
BA,BAA
BAAABABA,BAAAAAABAABAA
ABBAB,AABBAAB
AABAAAAA,AAAABAAAAAAAAAA
AABBB,AAAABBB
A,AA
AAA,AAAAAA
BBAAB,BBAAAAB
ABABBB,AABAABBB
BBABBAABA,BBAABBAAAABAA
BABAAB,BAABAAAAB
BAB,BAAB
ABBAAAAAB,AABBAAAAAAAAAAB
BBAABBAB,BBAAAABBAAB
A,AA
ABBAAAAAB,AABBAAAAAAAAAAB
A,AA
BBBAAAA,BBBAAAAAAAA
AAABABB,AAAAAABAABB
A,AA
BB,BB
BAABBB,BAAAABBB
BABBA,BAABBAA
AABABA,AAAABAABAA
BB,BB
ABAB,AABAAB
BBB,BBB
ABBBBBABB,AABBBBBAABB
AAA,AAAAAA
B,B
A,AA
AABAABA,AAAABAAAABAA
BBABABBBB,BBAABAABBBB
AABAB,AAAABAAB
AAAAAA,AAAAAAAAAAAA
AABABABAB,AAAABAABAABAAB
AAABAAB,AAAAAABAAAAB
BAA,BAAAA
BABB,BAABB
BABA,BAABAA
BB,BB
ABA,AABAA
BBBBBBB,BBBBBBB
BA,BAA
BABAB,BAABAAB
BBABAA,BBAABAAAA
AAAB,AAAAAAB
ABAAAAAAA,AABAAAAAAAAAAAAAA
A,AA
BAABABBBA,BAAAABAABBBAA
BABAAAAAB,BAABAAAAAAAAAAB
A,AA
BAAAB,BAAAAAAB
BAAB,BAAAAB
BBABBAAAA,BBAABBAAAAAAAA
BAABAA,BAAAABAAAA
A,AA
BAABBA,BAAAABBAA
BBBBB,BBBBB
AAABB,AAAAAABB
BBBABBAB,BBBAABBAAB
BABAAB,BAABAAAAB
BB,BB
AABBABBA,AAAABBAABBAA
BB,BB
ABAABAA,AABAAAABAAAA
BBAAAAB,BBAAAAAAAAB
AAABBAAAB,AAAAAABBAAAAAAB
BABBAAB,BAABBAAAAB
A,AA
AABAAABBA,AAAABAAAAAABBAA
AABBAAA,AAAABBAAAAAA
AA,AAAA
AABA,AAAABAA
BBAABA,BBAAAABAA
AAABABBAB,AAAAAABAABBAAB
ABBBAABB,AABBBAAAABB
B,B
BBBABB,BBBAABB
BBA,BBAA
BAAAAABAB,BAAAAAAAAAABAAB
BB,BB
BAA,BAAAA
BABBBAAA,BAABBBAAAAAA
ABBAAAAB,AABBAAAAAAAAB
BBA,BBAA
ABBB,AABBB
ABA,AABAA
BBBBABA,BBBBAABAA
ABBAAAAA,AABBAAAAAAAAAA
AABBBA,AAAABBBAA
B,B
BAABBAA,BAAAABBAAAA
ABAB,AABAAB
BAABAA,BAAAABAAAA
AABABBA,AAAABAABBAA
BBA,BBAA
BAAABBA,BAAAAAABBAA
BBABBB,BBAABBB
BABABB,BAABAABB
BAAABBBA,BAAAAAABBBAA
BBBAA,BBBAAAA
AABABABA,AAAABAABAABAA
AAA,AAAAAA
BAA,BAAAA
BA,BAA
BBBAAB,BBBAAAAB
BABABBBA,BAABAABBBAA
AAAAAAA,AAAAAAAAAAAAAA
A,AA
BBBBB,BBBBB
B,B
BABA,BAABAA
BBABAABAB,BBAABAAAABAAB
ABBAAAB,AABBAAAAAAB
AABABB,AAAABAABB
BBBBBABA,BBBBBAABAA
BBA,BBAA
ABABBAB,AABAABBAAB
BAABABBAB,BAAAABAABBAAB
A,AA
BBBBBAAB,BBBBBAAAAB
AAA,AAAAAA
BABABABB,BAABAABAABB
ABAAAB,AABAAAAAAB
AABAAAABA,AAAABAAAAAAAABAA
B,B
BA,BAA
BABA,BAABAA
BAABA,BAAAABAA
AB,AAB
BA,BAA
AAAB,AAAAAAB
ABABBBBB,AABAABBBBB
BBABA,BBAABAA
ABBB,AABBB
BBABABABB,BBAABAABAABB
AAB,AAAAB
AAAABABBA,AAAAAAAABAABBAA
BAAB,BAAAAB
BABB,BAABB
B,B
AABBBBAA,AAAABBBBAAAA
ABA,AABAA
BAABB,BAAAABB
BAABBB,BAAAABBB
ABABABBAB,AABAABAABBAAB
BAB,BAAB
ABA,AABAA
BAAABBAB,BAAAAAABBAAB
BABBABAB,BAABBAABAAB
AABBAABAA,AAAABBAAAABAAAA
AABAB,AAAABAAB
A,AA
BAA,BAAAA
BBABBBAB,BBAABBBAAB
BB,BB
BBBBBB,BBBBBB
BABB,BAABB
ABABBBA,AABAABBBAA
B,B
BBB,BBB
ABBB,AABBB
ABBAAABAA,AABBAAAAAABAAAA
BABBBAAAA,BAABBBAAAAAAAA
AABABB,AAAABAABB
BBBABBA,BBBAABBAA
BAABBABA,BAAAABBAABAA
AAAAABB,AAAAAAAAAABB
AAAABAAB,AAAAAAAABAAAAB
BAAA,BAAAAAA
BABBABB,BAABBAABB
A,AA
AABBBABB,AAAABBBAABB
BBBBA,BBBBAA
BAA,BAAAA
BABB,BAABB
BAAA,BAAAAAA
BBABAABAB,BBAABAAAABAAB
BABA,BAABAA
ABBBBAA,AABBBBAAAA
BBAA,BBAAAA
BBBAAAAAB,BBBAAAAAAAAAAB
BBBB,BBBB
BBABBB,BBAABBB
AAABBAAAA,AAAAAABBAAAAAAAA
BA,BAA
ABBA,AABBAA
BBAAAABB,BBAAAAAAAABB
AAA,AAAAAA
BAABAABB,BAAAABAAAABB
AA,AAAA
AABAAABBA,AAAABAAAAAABBAA
BAABB,BAAAABB
BBABAABA,BBAABAAAABAA
AAAA,AAAAAAAA
BABAAAABB,BAABAAAAAAAABB
AAB,AAAAB
BBBBAA,BBBBAAAA
BAABA,BAAAABAA
BBABAAAB,BBAABAAAAAAB
BABB,BAABB
BBABAABAA,BBAABAAAABAAAA
BABB,BAABB
ABABABA,AABAABAABAA
AAA,AAAAAA
BABA,BAABAA
A,AA
BBBAAAB,BBBAAAAAAB
BBAAAAB,BBAAAAAAAAB
AAAA,AAAAAAAA
AAB,AAAAB
A,AA
ABB,AABB
BBBB,BBBB
ABA,AABAA
ABAA,AABAAAA
AABA,AAAABAA
ABBBA,AABBBAA
BBBBB,BBBBB
ABA,AABAA
BBABAB,BBAABAAB
AAABBBBA,AAAAAABBBBAA
ABA,AABAA
BABBB,BAABBB
BABA,BAABAA
ABB,AABB
AAAAB,AAAAAAAAB
A,AA
AABBAABA,AAAABBAAAABAA
BAABBBABB,BAAAABBBAABB
BBBBAAB,BBBBAAAAB
AABBABABA,AAAABBAABAABAA
A,AA
BB,BB
BBAB,BBAAB
AAABAABA,AAAAAABAAAABAA
BABBBAB,BAABBBAAB
ABABBBB,AABAABBBB
BBAAAA,BBAAAAAAAA
B,B
AABBBAAB,AAAABBBAAAAB
AABBBBB,AAAABBBBB
BAB,BAAB
BB,BB
AAABAABB,AAAAAABAAAABB
BBABABAAA,BBAABAABAAAAAA
BABB,BAABB
ABAAB,AABAAAAB
B,B
AB,AAB
BAB,BAAB
BBB,BBB
BAAABB,BAAAAAABB
B,B
AABB,AAAABB
ABABB,AABAABB
BABBBA,BAABBBAA
AABA,AAAABAA
B,B
BBBABBBBA,BBBAABBBBAA
BAAAABAB,BAAAAAAAABAAB
BAAABAA,BAAAAAABAAAA
ABA,AABAA
AABAA,AAAABAAAA
AABB,AAAABB
ABBABBA,AABBAABBAA
AAABAA,AAAAAABAAAA
BBBA,BBBAA
BAA,BAAAA
BAA,BAAAA
AABBBAABA,AAAABBBAAAABAA
BBAA,BBAAAA
BABABBAA,BAABAABBAAAA
BABBBAAB,BAABBBAAAAB
AB,AAB
BABB,BAABB
B,B
BBABAAA,BBAABAAAAAA
AABB,AAAABB
ABBABBBAA,AABBAABBBAAAA
BAB,BAAB
AAA,AAAAAA
BB,BB
AAAAAAAAB,AAAAAAAAAAAAAAAAB
BABBAAB,BAABBAAAAB
ABAA,AABAAAA
BABABBA,BAABAABBAA
AAAB,AAAAAAB
A,AA
BBBBBAA,BBBBBAAAA
BBABABBB,BBAABAABBB
ABAB,AABAAB
AAAABBBBA,AAAAAAAABBBBAA
ABABBBA,AABAABBBAA
BAAA,BAAAAAA
AABB,AAAABB
B,B
ABBBBA,AABBBBAA
A,AA
AABBABA,AAAABBAABAA
ABABBABAA,AABAABBAABAAAA
AABABAA,AAAABAABAAAA
BABBBABAA,BAABBBAABAAAA
BBBAAB,BBBAAAAB
AABABABAA,AAAABAABAABAAAA
AA,AAAA
BAABAAA,BAAAABAAAAAA
ABBA,AABBAA
ABABB,AABAABB
AABABBAAA,AAAABAABBAAAAAA
BBBBBAA,BBBBBAAAA
ABA,AABAA
AAAAAAB,AAAAAAAAAAAAB
BA,BAA
BAABBB,BAAAABBB
ABAAABB,AABAAAAAABB
ABBABBBB,AABBAABBBB
BBAAAAB,BBAAAAAAAAB
BABAAAAB,BAABAAAAAAAAB
BAB,BAAB
ABBA,AABBAA
BBBAA,BBBAAAA
BBA,BBAA
AB,AAB
B,B
BBAAAAABB,BBAAAAAAAAAABB
A,AA
BA,BAA
BBABB,BBAABB
BBBBAABB,BBBBAAAABB
ABB,AABB
BBBAAB,BBBAAAAB
A,AA
BAAABBB,BAAAAAABBB
BB,BB
AA,AAAA
A,AA
B,B
AABB,AAAABB
BA,BAA
BAAAA,BAAAAAAAA
BA,BAA
BBBA,BBBAA
BBAAA,BBAAAAAA
BABAA,BAABAAAA
AB,AAB
ABBBAAABB,AABBBAAAAAABB
BA,BAA
BAAA,BAAAAAA
B,B
A,AA
ABBAAB,AABBAAAAB
AABBBBB,AAAABBBBB
AB,AAB
BA,BAA
A,AA
ABAABABBA,AABAAAABAABBAA
AAAABB,AAAAAAAABB
AAAA,AAAAAAAA
BBAAAA,BBAAAAAAAA
B,B
BBABBAA,BBAABBAAAA
AABAAAA,AAAABAAAAAAAA
ABBBBBBBB,AABBBBBBBB
BABBBBB,BAABBBBB
BBBBBBAAB,BBBBBBAAAAB
AABBBBA,AAAABBBBAA
ABBAAB,AABBAAAAB
BBBB,BBBB
BBABAABB,BBAABAAAABB
ABBABAB,AABBAABAAB
A,AA
BBABBBBBB,BBAABBBBBB
BBABBAAB,BBAABBAAAAB
AABBAAA,AAAABBAAAAAA
AAAB,AAAAAAB
AB,AAB
AAAB,AAAAAAB
BBABBAAA,BBAABBAAAAAA
AB,AAB
ABBBA,AABBBAA
ABAAAAAB,AABAAAAAAAAAAB
BBB,BBB
BABBA,BAABBAA
AAABAA,AAAAAABAAAA
B,B
A,AA
BAAAABA,BAAAAAAAABAA
ABA,AABAA
ABAAA,AABAAAAAA
B,B
BABABB,BAABAABB
AABB,AAAABB
BABBAB,BAABBAAB
BAA,BAAAA
A,AA
BBB,BBB
BB,BB
BA,BAA
BAB,BAAB
BBAABAB,BBAAAABAAB
BBB,BBB
BBABBAB,BBAABBAAB
AB,AAB
BBA,BBAA
ABBABABA,AABBAABAABAA
BBAABBB,BBAAAABBB
AABAB,AAAABAAB
A,AA
BABABB,BAABAABB
ABB,AABB
A,AA
BABAB,BAABAAB
AAABABBB,AAAAAABAABBB
ABABB,AABAABB
B,B
BBAAA,BBAAAAAA
BBA,BBAA
BBBABAA,BBBAABAAAA
ABBBBA,AABBBBAA
ABAABAA,AABAAAABAAAA
AABABAB,AAAABAABAAB
ABAABABAB,AABAAAABAABAAB
BAB,BAAB
BAABBAA,BAAAABBAAAA
AAAAA,AAAAAAAAAA
BAB,BAAB
AAAA,AAAAAAAA
BAABB,BAAAABB
AA,AAAA
A,AA
AA,AAAA
A,AA
BAAAAB,BAAAAAAAAB
ABB,AABB
B,B
BA,BAA
AAAABAA,AAAAAAAABAAAA
BBBABBB,BBBAABBB
BBABBA,BBAABBAA
BB,BB
BBBAAABB,BBBAAAAAABB
ABAA,AABAAAA
AAAABAABA,AAAAAAAABAAAABAA
BABB,BAABB
AAA,AAAAAA
BA,BAA
ABBBBAABB,AABBBBAAAABB
ABBAB,AABBAAB
AAA,AAAAAA
BABAAB,BAABAAAAB
BAA,BAAAA
A,AA
BA,BAA
BBBAAAAB,BBBAAAAAAAAB
A,AA
AA,AAAA
AAB,AAAAB
AABAA,AAAABAAAA
AABBAB,AAAABBAAB
ABB,AABB
AABAAAAAA,AAAABAAAAAAAAAAAA
BB,BB
BA,BAA
BBAABB,BBAAAABB
ABAAAB,AABAAAAAAB
BAABBABB,BAAAABBAABB
BABBABBA,BAABBAABBAA
ABAB,AABAAB
BABAA,BAABAAAA
BAB,BAAB
AABAA,AAAABAAAA
BAAA,BAAAAAA
AABBABA,AAAABBAABAA
BAAA,BAAAAAA
ABBABBB,AABBAABBB
AAABABB,AAAAAABAABB
BBBABAAA,BBBAABAAAAAA
BBAAAA,BBAAAAAAAA
BBBA,BBBAA
AB,AAB
BABABAAAB,BAABAABAAAAAAB
BBAA,BBAAAA
A,AA
ABAABABB,AABAAAABAABB
ABA,AABAA
B,B
BABABAB,BAABAABAAB
AABBABBB,AAAABBAABBB
A,AA
AAABB,AAAAAABB
ABABBBAB,AABAABBBAAB
ABBAAB,AABBAAAAB
B,B
BAA,BAAAA
BBB,BBB
ABA,AABAA
AAA,AAAAAA
AA,AAAA
BB,BB
AABAA,AAAABAAAA
AAA,AAAAAA
ABA,AABAA
BAAAB,BAAAAAAB
B,B
BABBBB,BAABBBB
BAAAAABA,BAAAAAAAAAABAA
BBB,BBB
BBBABABBB,BBBAABAABBB
AAABAAABB,AAAAAABAAAAAABB
ABBBBAA,AABBBBAAAA
BAAAAAB,BAAAAAAAAAAB
ABAA,AABAAAA
BA,BAA
ABAB,AABAAB
BBA,BBAA
ABABAA,AABAABAAAA
AB,AAB
ABB,AABB
ABBA,AABBAA
AABBB,AAAABBB
BABB,BAABB
BBBAB,BBBAAB
BBBBB,BBBBB
BB,BB
ABBBABA,AABBBAABAA
AAA,AAAAAA
AB,AAB
A,AA
BBB,BBB
B,B
ABBBBABBB,AABBBBAABBB
BA,BAA
ABAAA,AABAAAAAA
B,B
AB,AAB
BAAAA,BAAAAAAAA
AAAA,AAAAAAAA
BBBBAAB,BBBBAAAAB
B,B
AB,AAB
ABBAAAAAA,AABBAAAAAAAAAAAA
BAB,BAAB
BB,BB
BAB,BAAB
AAAB,AAAAAAB
BABBBBBAB,BAABBBBBAAB
B,B
ABBB,AABBB
BBAA,BBAAAA
BABBBABA,BAABBBAABAA
AAB,AAAAB
A,AA
BBA,BBAA
ABBABAB,AABBAABAAB
A,AA
ABBAAAAB,AABBAAAAAAAAB
AAAABB,AAAAAAAABB
BBABAAA,BBAABAAAAAA
ABAA,AABAAAA
BBABAABA,BBAABAAAABAA
BBAAAAAA,BBAAAAAAAAAAAA
BBAABBA,BBAAAABBAA
BBBABB,BBBAABB
AABABABBA,AAAABAABAABBAA
BA,BAA
AAABBA,AAAAAABBAA
BA,BAA
AA,AAAA
BBBAA,BBBAAAA
BABB,BAABB
ABBAABA,AABBAAAABAA
BB,BB
A,AA
B,B
BBAABAB,BBAAAABAAB
AABBBAAA,AAAABBBAAAAAA
AAA,AAAAAA
BBBBAAA,BBBBAAAAAA
AA,AAAA
BABABABA,BAABAABAABAA
BBABAB,BBAABAAB
BABBBAABA,BAABBBAAAABAA
AAAAAAAB,AAAAAAAAAAAAAAB
AAAABABBB,AAAAAAAABAABBB
BBAB,BBAAB
BAAABBAA,BAAAAAABBAAAA
BA,BAA
BAA,BAAAA
ABAAA,AABAAAAAA
BBABBABB,BBAABBAABB
BBBAABAAB,BBBAAAABAAAAB
BBBBAAAB,BBBBAAAAAAB
AABBB,AAAABBB
AAAAAA,AAAAAAAAAAAA
AABABAABB,AAAABAABAAAABB
AAAAAA,AAAAAAAAAAAA
BBABAAAAB,BBAABAAAAAAAAB
BAABA,BAAAABAA
A,AA
ABA,AABAA
BBAAA,BBAAAAAA
AAAABABAA,AAAAAAAABAABAAAA
BBA,BBAA
BBB,BBB
A,AA
BABABABB,BAABAABAABB
AABA,AAAABAA
ABABBBB,AABAABBBB
BB,BB
A,AA
ABB,AABB
AAABBBBAB,AAAAAABBBBAAB
A,AA
AAABAA,AAAAAABAAAA
BBABAAABB,BBAABAAAAAABB
AABAB,AAAABAAB
BAAB,BAAAAB
BBBAAAB,BBBAAAAAAB
AAAB,AAAAAAB
AABBAA,AAAABBAAAA
A,AA
BA,BAA
ABBAABA,AABBAAAABAA
ABBAAAABB,AABBAAAAAAAABB
ABAAAAABB,AABAAAAAAAAAABB
BBBBAAA,BBBBAAAAAA
ABAABABBB,AABAAAABAABBB
AA,AAAA
AAABBA,AAAAAABBAA
ABABBB,AABAABBB
BBAAABB,BBAAAAAABB
BABABABBB,BAABAABAABBB
BBABBAB,BBAABBAAB
AAABAAAB,AAAAAABAAAAAAB
AABAA,AAAABAAAA
BBBBAAA,BBBBAAAAAA
BBBAABAAA,BBBAAAABAAAAAA
AABAABBB,AAAABAAAABBB
ABBAAAABB,AABBAAAAAAAABB
ABBAAAB,AABBAAAAAAB
ABBBBAAB,AABBBBAAAAB
BBABAAABB,BBAABAAAAAABB
BBAABB,BBAAAABB
AA,AAAA
A,AA
BAABBBBA,BAAAABBBBAA
A,AA
AABBAA,AAAABBAAAA
AAAABBA,AAAAAAAABBAA
BAABB,BAAAABB
BAAABAABB,BAAAAAABAAAABB
AA,AAAA
BABBB,BAABBB
BBAAABA,BBAAAAAABAA
AABAAABBB,AAAABAAAAAABBB
B,B
BABA,BAABAA
ABAABBABA,AABAAAABBAABAA
A,AA
ABB,AABB
ABBBABAB,AABBBAABAAB
ABBBB,AABBBB
BAAABB,BAAAAAABB
AABB,AAAABB
ABBA,AABBAA
ABAAAB,AABAAAAAAB
BAAAAB,BAAAAAAAAB
BBBA,BBBAA
BAABABAAB,BAAAABAABAAAAB
AA,AAAA
AAABBABA,AAAAAABBAABAA
ABAA,AABAAAA
BBBBBBAAB,BBBBBBAAAAB
BABBBBAB,BAABBBBAAB
BBAABBB,BBAAAABBB
BBAABBA,BBAAAABBAA
ABABB,AABAABB
AAABBAA,AAAAAABBAAAA
BABBBABBA,BAABBBAABBAA
BAAABBA,BAAAAAABBAA
ABB,AABB
BB,BB
BAAB,BAAAAB
AABA,AAAABAA
ABBAA,AABBAAAA
B,B
ABABAABA,AABAABAAAABAA
B,B
BBAABA,BBAAAABAA
BB,BB
AAAABAA,AAAAAAAABAAAA
BAAAAA,BAAAAAAAAAA
BABB,BAABB
A,AA
A,AA
BBABA,BBAABAA
BAABBB,BAAAABBB
A,AA
AAAABAA,AAAAAAAABAAAA
BB,BB
BBABBB,BBAABBB
AAABA,AAAAAABAA
AABBBA,AAAABBBAA
ABB,AABB
BBBA,BBBAA
BA,BAA
AABAB,AAAABAAB
BABBBABAB,BAABBBAABAAB
A,AA
BBBABAB,BBBAABAAB
A,AA
AB,AAB
BAABAA,BAAAABAAAA
ABBAAA,AABBAAAAAA
BBABA,BBAABAA
